source,id,year,title,doi,language,url
PPR,PPR494234,2022,Automated & Easy Diagnosis of Cervical Cancer From Onsite Easy Colposcopy Images,10.22541/au.165279266.63190186/v1,,https://europepmc.org/article/PPR/PPR494234
MED,39945559,2025,An artificial intelligence model for Lhermitte's sign in patients with pediatric-onset multiple sclerosis: A follow-up study.,10.17219/acem/196466,eng,https://pubmed.ncbi.nlm.nih.gov/39945559/
PPR,PPR958765,2024,Improving Accessibility of Cervical Cancer Screening: A Global Perspective on Self-Sampling and Digital Innovation,10.20944/preprints202412.1888.v1,,https://europepmc.org/article/PPR/PPR958765
MED,35035480,2022,The Performance of Artificial Intelligence in Cervical Colposcopy: A Retrospective Data Analysis.,10.1155/2022/4370851,eng,https://pubmed.ncbi.nlm.nih.gov/35035480/
MED,32493320,2020,The challenges of colposcopy for cervical cancer screening in LMICs and solutions by artificial intelligence.,10.1186/s12916-020-01613-x,eng,https://pubmed.ncbi.nlm.nih.gov/32493320/
MED,37835821,2023,Beyond the Microscope: A Technological Overture for Cervical Cancer Detection.,10.3390/diagnostics13193079,eng,https://pubmed.ncbi.nlm.nih.gov/37835821/
MED,41352861,2025,Refining cell classification for cervical cancer detection using an improved high dimensional feature fusion approach.,10.1016/j.medengphy.2025.104445,eng,https://pubmed.ncbi.nlm.nih.gov/41352861/
MED,37850189,2022,Multicontrast Pocket Colposcopy Cervical Cancer Diagnostic Algorithm for Referral Populations.,10.34133/2022/9823184,eng,https://pubmed.ncbi.nlm.nih.gov/37850189/
MED,32669565,2020,The application of deep learning based diagnostic system to cervical squamous intraepithelial lesions recognition in colposcopy images.,10.1038/s41598-020-68252-3,eng,https://pubmed.ncbi.nlm.nih.gov/32669565/
MED,39161265,2025,"Exploring the role of artificial intelligence, large language models: Comparing patient-focused information and clinical decision support capabilities to the gynecologic oncology guidelines.",10.1002/ijgo.15869,eng,https://pubmed.ncbi.nlm.nih.gov/39161265/
MED,32697872,2020,The artificial intelligence-assisted cytology diagnostic system in large-scale cervical cancer screening: A population-based cohort study of 0.7 million women.,10.1002/cam4.3296,eng,https://pubmed.ncbi.nlm.nih.gov/32697872/
MED,40743896,2025,DMCA-Net: Dual-branch multi-granularity hierarchical contrast and cross-attention network for cervical abnormal cell detection.,10.1016/j.neunet.2025.107890,eng,https://pubmed.ncbi.nlm.nih.gov/40743896/
MED,37059161,2023,Early screening of cervical cancer based on tissue Raman spectroscopy combined with deep learning algorithms.,10.1016/j.pdpdt.2023.103557,eng,https://pubmed.ncbi.nlm.nih.gov/37059161/
MED,40078237,2025,Enhancing Cancer Screening and Early Diagnosis in India: Overcoming Challenges and Leveraging Emerging Technologies.,10.7759/cureus.78808,eng,https://pubmed.ncbi.nlm.nih.gov/40078237/
MED,40067513,2025,PLOD3 as a novel oncogene in prognostic and immune infiltration risk model based on multi-machine learning in cervical cancer.,10.1007/s12672-025-02031-2,eng,https://pubmed.ncbi.nlm.nih.gov/40067513/
PPR,PPR853331,2024,3D reconstructed models based on real cervical cancer cases for undergraduate gynecological oncology education: a single-group pre- and post-test study,10.21203/rs.3.rs-4368918/v1,,https://europepmc.org/article/PPR/PPR853331
MED,39061062,2024,Predictive models for personalized precision medical intervention in spontaneous regression stages of cervical precancerous lesions.,10.1186/s12967-024-05417-y,eng,https://pubmed.ncbi.nlm.nih.gov/39061062/
MED,36292166,2022,Cervical Cell/Clumps Detection in Cytology Images Using Transfer Learning.,10.3390/diagnostics12102477,eng,https://pubmed.ncbi.nlm.nih.gov/36292166/
MED,33868241,2021,T Cell Receptor Repertoires Acquired <i>via</i> Routine Pap Testing May Help Refine Cervical Cancer and Precancer Risk Estimates.,10.3389/fimmu.2021.624230,eng,https://pubmed.ncbi.nlm.nih.gov/33868241/
MED,35054273,2022,The Application of Artificial Intelligence-Assisted Colposcopy in a Tertiary Care Hospital within a Cervical Pathology Diagnostic Unit.,10.3390/diagnostics12010106,eng,https://pubmed.ncbi.nlm.nih.gov/35054273/
PPR,PPR742722,2023,Cervical Cancer Prediction through Different Screening Methods using Machine Learning based on the strong features CNN-SVM network.,10.21203/rs.3.rs-3431998/v1,,https://europepmc.org/article/PPR/PPR742722
MED,36233503,2022,Practical Model for Residual/Recurrent Cervical Intraepithelial Lesions in Patients with Negative Margins after Cold-Knife Conization.,10.3390/jcm11195634,eng,https://pubmed.ncbi.nlm.nih.gov/36233503/
MED,34439947,2021,The Influence of Sexual Behavior and Demographic Characteristics in the Expression of HPV-Related Biomarkers in a Colposcopy Population of Reproductive Age Greek Women.,10.3390/biology10080713,eng,https://pubmed.ncbi.nlm.nih.gov/34439947/
MED,37116167,2023,Prediction and Detection of Cervical Malignancy Using Machine Learning Models.,10.31557/apjcp.2023.24.4.1419,eng,https://pubmed.ncbi.nlm.nih.gov/37116167/
PPR,PPR827188,2024,Classification of Cervical Cancer from Pap Smear Images Using Deep Learning: A Comparison of Transfer Learning Models,10.21203/rs.3.rs-3977123/v1,,https://europepmc.org/article/PPR/PPR827188
MED,39850660,2025,MTIOT: Identifying HPV subtypes from multiple infection data.,10.1016/j.csbj.2024.12.005,eng,https://pubmed.ncbi.nlm.nih.gov/39850660/
PPR,PPR497222,2022,Cervical Pre-cancerous Lesion Detection: Development of Smartphone-Based VIA Application Using Artificial Intelligence,10.21203/rs.3.rs-1608661/v1,,https://europepmc.org/article/PPR/PPR497222
MED,33349257,2020,Development and validation of an artificial intelligence system for grading colposcopic impressions and guiding biopsies.,10.1186/s12916-020-01860-y,eng,https://pubmed.ncbi.nlm.nih.gov/33349257/
MED,38978015,2024,Prediction of precancerous cervical cancer lesions among women living with HIV on antiretroviral therapy in Uganda: a comparison of supervised machine learning algorithms.,10.1186/s12905-024-03232-7,eng,https://pubmed.ncbi.nlm.nih.gov/38978015/
MED,38352226,2024,"Toward ovarian cancer screening with protein biomarkers using dried, self-sampled cervico-vaginal fluid.",10.1016/j.isci.2024.109001,eng,https://pubmed.ncbi.nlm.nih.gov/38352226/
MED,34268095,2021,Cervical Cancer Prediction by Merging Features of Different Colposcopic Images and Using Ensemble Classifier.,10.4103/jmss.jmss_16_20,eng,https://pubmed.ncbi.nlm.nih.gov/34268095/
PPR,PPR725035,2023,Analysis and validation of genes joint expression in Crohn's disease and cervical cancer based on GEO database.,10.21203/rs.3.rs-3342158/v1,,https://europepmc.org/article/PPR/PPR725035
MED,34376717,2021,Artificial intelligence-assisted fast screening cervical high grade squamous intraepithelial lesion and squamous cell carcinoma diagnosis and treatment planning.,10.1038/s41598-021-95545-y,eng,https://pubmed.ncbi.nlm.nih.gov/34376717/
MED,37782541,2023,Implementing Smartphone-Based Telemedicine for Cervical Cancer Screening in Uganda: Qualitative Study of Stakeholders' Perceptions.,10.2196/45132,eng,https://pubmed.ncbi.nlm.nih.gov/37782541/
MED,35676700,2022,Targeted RNA next generation sequencing analysis of cervical smears can predict the presence of hrHPV-induced cervical lesions.,10.1186/s12916-022-02386-1,eng,https://pubmed.ncbi.nlm.nih.gov/35676700/
MED,35735482,2022,Simplified Convolutional Neural Network Application for Cervix Type Classification via Colposcopic Images.,10.3390/bioengineering9060240,eng,https://pubmed.ncbi.nlm.nih.gov/35735482/
MED,40166111,2025,Classification and diagnosis of cervical lesions based on colposcopy images using deep fully convolutional networks: A man-machine comparison cohort study.,10.1016/j.fmre.2022.09.032,eng,https://pubmed.ncbi.nlm.nih.gov/40166111/
MED,33413391,2021,"Automatic model for cervical cancer screening based on convolutional neural network: a retrospective, multicohort, multicenter study.",10.1186/s12935-020-01742-6,eng,https://pubmed.ncbi.nlm.nih.gov/33413391/
MED,36777879,2022,Advancement in Deep Learning Methods for Diagnosis and Prognosis of Cervical Cancer.,10.2174/1389202923666220511155939,eng,https://pubmed.ncbi.nlm.nih.gov/36777879/
MED,36865486,2023,Ant Colony Optimization-Enabled CNN Deep Learning Technique for Accurate Detection of Cervical Cancer.,10.1155/2023/1742891,eng,https://pubmed.ncbi.nlm.nih.gov/36865486/
MED,38045489,2023,Optimised feature selection-driven convolutional neural network using gray level co-occurrence matrix for detection of cervical cancer.,10.1515/biol-2022-0770,eng,https://pubmed.ncbi.nlm.nih.gov/38045489/
MED,38146587,2023,Preterm Birth: Screening and Prediction.,10.2147/ijwh.s436624,eng,https://pubmed.ncbi.nlm.nih.gov/38146587/
MED,37947614,2023,Machine Learning Allows for Distinguishing Precancerous and Cancerous Human Epithelial Cervical Cells Using High-Resolution AFM Imaging of Adhesion Maps.,10.3390/cells12212536,eng,https://pubmed.ncbi.nlm.nih.gov/37947614/
PPR,PPR490725,2022,Practical model for residual/recurrent cervical intraepithelial lesions in patients with negative margins after cold-knife conization,10.21203/rs.3.rs-1611599/v1,,https://europepmc.org/article/PPR/PPR490725
MED,30825407,2019,A retrospective validation of the FocalPoint GS slide profiler NFR technology by analysis of interval disease outcomes compared with manual cytology.,10.1002/cncy.22109,eng,https://pubmed.ncbi.nlm.nih.gov/30825407/
MED,36062868,2022,Recognition of Cervical Precancerous Lesions Based on Probability Distribution Feature Guidance.,10.2174/1573405618666220428104541,eng,https://pubmed.ncbi.nlm.nih.gov/36062868/
MED,37060617,2023,Advancing cervical cancer diagnosis and screening with spectroscopy and machine learning.,10.1080/14737159.2023.2203816,eng,https://pubmed.ncbi.nlm.nih.gov/37060617/
PPR,PPR421585,2021,Machine Learning-Based Cervical Cancer Screening Using Cervigrams During Visual Inspection With Acetic Acid: a Systematic Review.,10.21203/rs.3.rs-1044067/v1,,https://europepmc.org/article/PPR/PPR421585
MED,35771872,2022,Effectiveness of Artificial Intelligence-Assisted Decision-making to Improve Vulnerable Women's Participation in Cervical Cancer Screening in France: Protocol for a Cluster Randomized Controlled Trial (AppDate-You).,10.2196/39288,eng,https://pubmed.ncbi.nlm.nih.gov/35771872/
MED,37568901,2023,Analysis of WSI Images by Hybrid Systems with Fusion Features for Early Diagnosis of Cervical Cancer.,10.3390/diagnostics13152538,eng,https://pubmed.ncbi.nlm.nih.gov/37568901/
MED,37283979,2023,Cost-effectiveness of artificial intelligence-assisted liquid-based cytology testing for cervical cancer screening in China.,10.1016/j.lanwpc.2023.100726,eng,https://pubmed.ncbi.nlm.nih.gov/37283979/
MED,36428831,2022,Diagnosis of Cervical Cancer and Pre-Cancerous Lesions by Artificial Intelligence: A Systematic Review.,10.3390/diagnostics12112771,eng,https://pubmed.ncbi.nlm.nih.gov/36428831/
MED,36290548,2022,Cervical Net: A Novel Cervical Cancer Classification Using Feature Fusion.,10.3390/bioengineering9100578,eng,https://pubmed.ncbi.nlm.nih.gov/36290548/
MED,38541633,2024,From Satirical Poems and Invisible Poisons to Radical Surgery and Organized Cervical Cancer Screening-A Historical Outline of Cervical Carcinoma and Its Relation to HPV Infection.,10.3390/life14030307,eng,https://pubmed.ncbi.nlm.nih.gov/38541633/
MED,40102789,2025,Single-cell transcriptomic analysis reveals CD8 + T cell heterogeneity and identifies a prognostic signature in cervical cancer.,10.1186/s12885-025-13901-x,eng,https://pubmed.ncbi.nlm.nih.gov/40102789/
MED,35169217,2022,Deep learning in image-based breast and cervical cancer detection: a systematic review and meta-analysis.,10.1038/s41746-022-00559-z,eng,https://pubmed.ncbi.nlm.nih.gov/35169217/
MED,36292449,2022,"Cervical Cancer Diagnosis Using an Integrated System of Principal Component Analysis, Genetic Algorithm, and Multilayer Perceptron.",10.3390/healthcare10102002,eng,https://pubmed.ncbi.nlm.nih.gov/36292449/
MED,31692958,2019,Application of deep learning to the classification of uterine cervical squamous epithelial lesion from colposcopy images.,10.3892/mco.2019.1932,eng,https://pubmed.ncbi.nlm.nih.gov/31692958/
MED,35445152,2021,A Deep Clustering Method For Analyzing Uterine Cervix Images Across Imaging Devices.,10.1109/cbms52027.2021.00085,eng,https://pubmed.ncbi.nlm.nih.gov/35445152/
MED,37238248,2023,Cervical Cancer Detection Techniques: A Chronological Review.,10.3390/diagnostics13101763,eng,https://pubmed.ncbi.nlm.nih.gov/37238248/
MED,33804469,2021,Network Visualization and Pyramidal Feature Comparison for Ablative Treatability Classification Using Digitized Cervix Images.,10.3390/jcm10050953,eng,https://pubmed.ncbi.nlm.nih.gov/33804469/
MED,36268101,2022,Classification of cervical biopsy free-text diagnoses through linear-classifier based natural language processing.,10.1016/j.jpi.2022.100123,eng,https://pubmed.ncbi.nlm.nih.gov/36268101/
MED,33440316,2021,Diagnosis of cervical precancerous lesions based on multimodal feature changes.,10.1016/j.compbiomed.2021.104209,eng,https://pubmed.ncbi.nlm.nih.gov/33440316/
MED,37762154,2023,A Novel Predictive Machine Learning Model Integrating Cytokines in Cervical-Vaginal Mucus Increases the Prediction Rate for Preterm Birth.,10.3390/ijms241813851,eng,https://pubmed.ncbi.nlm.nih.gov/37762154/
PPR,PPR722768,2023,A Novel Predictive Machine Learning Model Integrating Cytokines in Cervical-Vaginal Mucus Increases the Prediction Rate for Preterm Birth,10.20944/preprints202308.1890.v2,,https://europepmc.org/article/PPR/PPR722768
MED,31966086,2020,Application of deep learning to the classification of uterine cervical squamous epithelial lesion from colposcopy images combined with HPV types.,10.3892/ol.2019.11214,eng,https://pubmed.ncbi.nlm.nih.gov/31966086/
MED,32356305,2020,A demonstration of automated visual evaluation of cervical images taken with a smartphone camera.,10.1002/ijc.33029,eng,https://pubmed.ncbi.nlm.nih.gov/32356305/
MED,33729503,2021,Point-of-Care Digital Cytology With Artificial Intelligence for Cervical Cancer Screening in a Resource-Limited Setting.,10.1001/jamanetworkopen.2021.1740,eng,https://pubmed.ncbi.nlm.nih.gov/33729503/
MED,34936374,2021,Accuracy of Smartphone Images of the Cervix After Acetic Acid Application for Diagnosing Cervical Intraepithelial Neoplasia Grade 2 or Greater in Women With Positive Cervical Screening: A Systematic Review and Meta-Analysis.,10.1200/go.21.00168,eng,https://pubmed.ncbi.nlm.nih.gov/34936374/
MED,36894572,2023,A CAD system for automatic dysplasia grading on H&E cervical whole-slide images.,10.1038/s41598-023-30497-z,eng,https://pubmed.ncbi.nlm.nih.gov/36894572/
MED,36969799,2023,Deep convolutional neural networks using an active learning strategy for cervical cancer screening and diagnosis.,10.3389/fbinf.2023.1101667,eng,https://pubmed.ncbi.nlm.nih.gov/36969799/
MED,37685299,2023,A New Weighted Deep Learning Feature Using Particle Swarm and Ant Lion Optimization for Cervical Cancer Diagnosis on Pap Smear Images.,10.3390/diagnostics13172762,eng,https://pubmed.ncbi.nlm.nih.gov/37685299/
MED,35840949,2022,Investigating feasibility of 2021 WHO protocol for cervical cancer screening in underscreened populations: PREvention and SCReening Innovation Project Toward Elimination of Cervical Cancer (PRESCRIP-TEC).,10.1186/s12889-022-13488-z,eng,https://pubmed.ncbi.nlm.nih.gov/35840949/
MED,38694035,2024,CerviLearnNet: Advancing cervical cancer diagnosis with reinforcement learning-enhanced convolutional networks.,10.1016/j.heliyon.2024.e29913,eng,https://pubmed.ncbi.nlm.nih.gov/38694035/
MED,40657258,2025,AI-Y: An AI Checklist for Population Ethics Across the Global Context.,10.1007/s40471-025-00362-w,eng,https://pubmed.ncbi.nlm.nih.gov/40657258/
MED,34032861,2021,Applying Artificial Intelligence to Gynecologic Oncology: A Review.,10.1097/ogx.0000000000000902,eng,https://pubmed.ncbi.nlm.nih.gov/34032861/
MED,35359358,2022,Artificial Intelligence in Cervical Cancer Screening and Diagnosis.,10.3389/fonc.2022.851367,eng,https://pubmed.ncbi.nlm.nih.gov/35359358/
MED,32469840,2020,Natural Language Processing for Surveillance of Cervical and Anal Cancer and Precancer: Algorithm Development and Split-Validation Study.,10.2196/20826,eng,https://pubmed.ncbi.nlm.nih.gov/32469840/
MED,36899979,2023,Artificial Intelligence-Based Cervical Cancer Screening on Images Taken during Visual Inspection with Acetic Acid: A Systematic Review.,10.3390/diagnostics13050836,eng,https://pubmed.ncbi.nlm.nih.gov/36899979/
MED,37060468,2023,Molecular mechanisms augmenting resistance to current therapies in clinics among cervical cancer patients.,10.1007/s12032-023-01997-9,eng,https://pubmed.ncbi.nlm.nih.gov/37060468/
MED,38058644,2023,CerviCell-detector: An object detection approach for identifying the cancerous cells in pap smear images of cervical cancer.,10.1016/j.heliyon.2023.e22324,eng,https://pubmed.ncbi.nlm.nih.gov/38058644/
MED,35776841,2022,Identification of women with high grade histopathology results after conisation by artificial neural networks.,10.2478/raon-2022-0023,eng,https://pubmed.ncbi.nlm.nih.gov/35776841/
AGR,IND608571077,2023,CerviCell-detector: An object detection approach for identifying the cancerous cells in pap smear images of cervical cancer,,eng,https://europepmc.org/article/AGR/IND608571077
MED,33072179,2020,"Designing low-cost, accurate cervical screening strategies that take into account COVID-19: a role for self-sampled HPV typing2.",10.1186/s13027-020-00325-4,eng,https://pubmed.ncbi.nlm.nih.gov/33072179/
MED,35242711,2022,"Optimization of Cervical Cancer Screening: A Stacking-Integrated Machine Learning Algorithm Based on Demographic, Behavioral, and Clinical Factors.",10.3389/fonc.2022.821453,eng,https://pubmed.ncbi.nlm.nih.gov/35242711/
MED,35342956,2022,Cervical optical coherence tomography image classification based on contrastive self-supervised texture learning.,10.1002/mp.15630,eng,https://pubmed.ncbi.nlm.nih.gov/35342956/
MED,35421793,2022,LFANet: Lightweight feature attention network for abnormal cell segmentation in cervical cytology images.,10.1016/j.compbiomed.2022.105500,eng,https://pubmed.ncbi.nlm.nih.gov/35421793/
MED,34178558,2021,Deep Metric Learning for Cervical Image Classification.,10.1109/access.2021.3069346,eng,https://pubmed.ncbi.nlm.nih.gov/34178558/
MED,35529321,2022,Analysis of digital noise and reduction methods on classifiers used in automated visual evaluation in cervical cancer screening.,10.1117/12.2610235,eng,https://pubmed.ncbi.nlm.nih.gov/35529321/
MED,33526806,2021,Quantitative analysis of abnormalities in gynecologic cytopathology with deep learning.,10.1038/s41374-021-00537-1,eng,https://pubmed.ncbi.nlm.nih.gov/33526806/
MED,36925850,2022,Assessment of the implementation context in preparation for a clinical study of machine-learning algorithms to automate the classification of digital cervical images for cervical cancer screening in resource-constrained settings.,10.3389/frhs.2022.1000150,eng,https://pubmed.ncbi.nlm.nih.gov/36925850/
MED,31511337,2019,Machine Learning Interpretation of Extended Human Papillomavirus Genotyping by Onclarity in an Asian Cervical Cancer Screening Population.,10.1128/jcm.00997-19,eng,https://pubmed.ncbi.nlm.nih.gov/31511337/
MED,34447606,2021,Automated Cervical Digitized Histology Whole-Slide Image Analysis Toolbox.,10.4103/jpi.jpi_52_20,eng,https://pubmed.ncbi.nlm.nih.gov/34447606/
MED,40128045,2025,Mapping intellectual structure and research hotspots of cancer studies in primary health care: A machine-learning-based analysis.,10.1097/md.0000000000041749,eng,https://pubmed.ncbi.nlm.nih.gov/40128045/
MED,34735942,2021,Machine learning-based statistical analysis for early stage detection of cervical cancer.,10.1016/j.compbiomed.2021.104985,eng,https://pubmed.ncbi.nlm.nih.gov/34735942/
MED,36083935,2022,Classification of Pap-smear cell images using deep convolutional neural network accelerated by hand-crafted features.,10.1109/embc48229.2022.9871171,eng,https://pubmed.ncbi.nlm.nih.gov/36083935/
MED,35870877,2022,3cDe-Net: a cervical cancer cell detection network based on an improved backbone network and multiscale feature fusion.,10.1186/s12880-022-00852-z,eng,https://pubmed.ncbi.nlm.nih.gov/35870877/
MED,39022282,2024,Cervical cancer segmentation based on medical images: a literature review.,10.21037/qims-24-369,eng,https://pubmed.ncbi.nlm.nih.gov/39022282/
MED,34800038,2022,"The development of ""automated visual evaluation"" for cervical cancer screening: The promise and challenges in adapting deep-learning for clinical testing: Interdisciplinary principles of automated visual evaluation in cervical screening.",10.1002/ijc.33879,eng,https://pubmed.ncbi.nlm.nih.gov/34800038/
PPR,PPR806692,2024,Profiling of Breast Cancer Prevalence and Its Diagnosis using Varied Imaging Techniques in Tanzania,10.21203/rs.3.rs-3873411/v1,,https://europepmc.org/article/PPR/PPR806692
MED,31359913,2019,Performance of A Convolutional Neural Network in Screening Liquid Based Cervical Cytology Smears.,10.4103/joc.joc_201_18,eng,https://pubmed.ncbi.nlm.nih.gov/31359913/
PPR,PPR201353,2020,Point-of-care digital cytology with artificial intelligence for cervical cancer screening at a peripheral clinic in Kenya,10.1101/2020.08.12.20172346,,https://europepmc.org/article/PPR/PPR201353
MED,34561435,2021,Robust whole slide image analysis for cervical cancer screening using deep learning.,10.1038/s41467-021-25296-x,eng,https://pubmed.ncbi.nlm.nih.gov/34561435/
MED,32736038,2020,Diagnostic spectro-cytology revealing differential recognition of cervical cancer lesions by label-free surface enhanced Raman fingerprints and chemometrics.,10.1016/j.nano.2020.102276,eng,https://pubmed.ncbi.nlm.nih.gov/32736038/
MED,35568690,2022,AI recognition of patient race in medical imaging: a modelling study.,10.1016/s2589-7500(22)00063-2,eng,https://pubmed.ncbi.nlm.nih.gov/35568690/
MED,35836975,2022,Artificial neural networks (ANNs) for modeling efficient factors in predicting pap smear screening behavior change stage.,10.37796/2211-8039.1240,eng,https://pubmed.ncbi.nlm.nih.gov/35836975/
MED,35700004,2022,The Prediction of Preterm Birth Using Time-Series Technology-Based Machine Learning: Retrospective Cohort Study.,10.2196/33835,eng,https://pubmed.ncbi.nlm.nih.gov/35700004/
MED,32159521,2020,Quantitative Screening of Cervical Cancers for Low-Resource Settings: Pilot Study of Smartphone-Based Endoscopic Visual Inspection After Acetic Acid Using Machine Learning Techniques.,10.2196/16467,eng,https://pubmed.ncbi.nlm.nih.gov/32159521/
MED,34403932,2021,A novel attention-guided convolutional network for the detection of abnormal cervical cells in cervical cancer screening.,10.1016/j.media.2021.102197,eng,https://pubmed.ncbi.nlm.nih.gov/34403932/
MED,34332347,2021,DeepCervix: A deep learning-based framework for the classification of cervical cells using hybrid deep feature fusion techniques.,10.1016/j.compbiomed.2021.104649,eng,https://pubmed.ncbi.nlm.nih.gov/34332347/
PPR,PPR192040,2020,Cervical Whole Slide Histology Image Analysis Toolbox,10.1101/2020.07.22.20160366,,https://europepmc.org/article/PPR/PPR192040
MED,27673689,2016,A Multi-Institutional Feasibility Study on the Use of Automated Screening Systems for Quality Control Rescreening of Cervical Cytology.,10.1159/000449499,eng,https://pubmed.ncbi.nlm.nih.gov/27673689/
MED,35598831,2022,Deep learning-based multimodal image analysis for cervical cancer detection.,10.1016/j.ymeth.2022.05.004,eng,https://pubmed.ncbi.nlm.nih.gov/35598831/
MED,34112790,2021,Hybrid AI-assistive diagnostic model permits rapid TBS classification of cervical liquid-based thin-layer cell smears.,10.1038/s41467-021-23913-3,eng,https://pubmed.ncbi.nlm.nih.gov/34112790/
MED,35840652,2022,Towards a data-driven system for personalized cervical cancer risk stratification.,10.1038/s41598-022-16361-6,eng,https://pubmed.ncbi.nlm.nih.gov/35840652/
PPR,PPR751337,2023,Identification of Cervical Disc Degeneration and Genes Associated with Immune Infiltration,10.21203/rs.3.rs-3506945/v1,,https://europepmc.org/article/PPR/PPR751337
MED,36400939,2022,Improving the repeatability of deep learning models with Monte Carlo dropout.,10.1038/s41746-022-00709-3,eng,https://pubmed.ncbi.nlm.nih.gov/36400939/
MED,34455119,2021,Prediction models applying machine learning to oral cavity cancer outcomes: A systematic review.,10.1016/j.ijmedinf.2021.104557,eng,https://pubmed.ncbi.nlm.nih.gov/34455119/
MED,31199278,2020,Automatic CIN Grades Prediction of Sequential Cervigram Image Using LSTM With Multistate CNN Features.,10.1109/jbhi.2019.2922682,eng,https://pubmed.ncbi.nlm.nih.gov/31199278/
MED,35004588,2021,Machine Learning Assisted Cervical Cancer Detection.,10.3389/fpubh.2021.788376,eng,https://pubmed.ncbi.nlm.nih.gov/35004588/
PPR,PPR767529,2023,Identification of Genes related to Cervical Disc Degeneration and Immune Infiltration,10.21203/rs.3.rs-3673946/v1,,https://europepmc.org/article/PPR/PPR767529
PPR,PPR308856,2021,Robust Whole Slide Image Analysis for Cervical Cancer Screening Using Deep Learning,10.21203/rs.3.rs-377187/v1,,https://europepmc.org/article/PPR/PPR308856
MED,32301535,2020,The early detection of cervical cancer. The current and changing landscape of cervical disease detection.,10.1111/cyt.12835,eng,https://pubmed.ncbi.nlm.nih.gov/32301535/
MED,34801245,2022,Is the aspect ratio of cells important in deep learning? A robust comparison of deep learning methods for multi-scale cytopathology cell image classification: From convolutional neural networks to visual transformers.,10.1016/j.compbiomed.2021.105026,eng,https://pubmed.ncbi.nlm.nih.gov/34801245/
MED,33684051,2021,Automatic Acetowhite Lesion Segmentation via Specular Reflection Removal and Deep Attention Network.,10.1109/jbhi.2021.3064366,eng,https://pubmed.ncbi.nlm.nih.gov/33684051/
MED,33106753,2020,"A rapid, high-volume cervical screening project using self-sampling and isothermal PCR HPV testing.",10.1186/s13027-020-00329-0,eng,https://pubmed.ncbi.nlm.nih.gov/33106753/
MED,34814053,2022,Cervical cell multi-classification algorithm using global context information and attention mechanism.,10.1016/j.tice.2021.101677,eng,https://pubmed.ncbi.nlm.nih.gov/34814053/
MED,27696414,2017,Proof-of-principle study of a novel cervical screening and triage strategy: Computer-analyzed cytology to decide which HPV-positive women are likely to have ≥CIN2.,10.1002/ijc.30456,eng,https://pubmed.ncbi.nlm.nih.gov/27696414/
MED,39162393,2024,Machine learning analysis of oxidative stress-related phenotypes for specific gene screening in ovarian cancer.,10.1002/tox.24321,eng,https://pubmed.ncbi.nlm.nih.gov/39162393/
MED,35735983,2022,Deep Sequencing of HPV16 E6 Region Reveals Unique Mutation Pattern of HPV16 and Predicts Cervical Cancer.,10.1128/spectrum.01401-22,eng,https://pubmed.ncbi.nlm.nih.gov/35735983/
MED,34459743,2021,Patient-Level Cancer Prediction Models From a Nationwide Patient Cohort: Model Development and Validation.,10.2196/29807,eng,https://pubmed.ncbi.nlm.nih.gov/34459743/
MED,33162650,2020,Performance characteristics of an artificial intelligence based on convolutional neural network for screening conventional Papanicolaou-stained cervical smears.,10.1016/j.mjafi.2019.08.001,eng,https://pubmed.ncbi.nlm.nih.gov/33162650/
MED,35207002,2022,Smartphone-Based Visual Inspection with Acetic Acid: An Innovative Tool to Improve Cervical Cancer Screening in Low-Resource Setting.,10.3390/healthcare10020391,eng,https://pubmed.ncbi.nlm.nih.gov/35207002/
MED,32746984,2020,A comprehensive study on the multi-class cervical cancer diagnostic prediction on pap smear images using a fusion-based decision from ensemble deep convolutional neural network.,10.1016/j.tice.2020.101347,eng,https://pubmed.ncbi.nlm.nih.gov/32746984/
MED,35821886,2022,"Application and Clinical Value of Machine Learning-Based Cervical Cancer Diagnosis and Prediction Model in Adjuvant Chemotherapy for Cervical Cancer: A Single-Center, Controlled, Non-Arbitrary Size Case-Control Study.",10.1155/2022/2432291,eng,https://pubmed.ncbi.nlm.nih.gov/35821886/
MED,33999853,2021,Multimodal hyperspectroscopy – the use of digital technology in cervical cancer screening,10.1556/650.2021.32096,hun,https://pubmed.ncbi.nlm.nih.gov/33999853/
MED,32406830,2020,Computer-Aided Cervical Cancer Diagnosis Using Time-Lapsed Colposcopic Images.,10.1109/tmi.2020.2994778,eng,https://pubmed.ncbi.nlm.nih.gov/32406830/
PPR,PPR785205,2024,Blood-based screening for HPV-associated cancers,10.1101/2024.01.04.24300841,,https://europepmc.org/article/PPR/PPR785205
MED,35885852,2022,Cervical Cancer Prophylaxis-State-of-the-Art and Perspectives.,10.3390/healthcare10071325,eng,https://pubmed.ncbi.nlm.nih.gov/35885852/
MED,31791846,2020,"Cervical Cancer Screening: Past, Present, and Future.",10.1016/j.sxmr.2019.09.005,eng,https://pubmed.ncbi.nlm.nih.gov/31791846/
MED,31747374,2020,GPU-enabled design of an adaptable pattern recognition system for discriminating squamous intraepithelial lesions of the cervix.,10.1515/bmt-2019-0040,eng,https://pubmed.ncbi.nlm.nih.gov/31747374/
MED,36929645,2023,Cerebrospinal fluid and serum proteomic profiles accurately distinguish neuroaxonal dystrophy from cervical vertebral compressive myelopathy in horses.,10.1111/jvim.16660,eng,https://pubmed.ncbi.nlm.nih.gov/36929645/
